"Country","Region","Temp_sens","Precip_sens","Month","Temp_sens_scaled","Precip_sens_scaled","T_clim","P_clim"
"China","Liaoning",NA,NA,"Jan",NA,NA,-10.5465863355,1.13680569857
"China","Liaoning",NA,NA,"Feb",NA,NA,-6.19765354248,2.86142420502
"China","Liaoning",0.0199627990701956,0.00409253328085734,"Mar",0.0534886133204101,0.0102591712156963,1.25599158304,10.2137356455
"China","Liaoning",-0.0399685495446487,0.0114015603484672,"Apr",-0.10709231125625,0.0285814559622874,9.71869564317,34.0839662827
"China","Liaoning",-0.00795931698391455,-0.00778410220958939,"May",-0.0213263093492133,-0.0195132041325583,16.3900773428,51.8297940091
"China","Liaoning",-0.16715975490461,-0.000349547063995211,"Jun",-0.447890271368625,-0.000876245330549784,21.0814666977,91.2062865208
"China","Liaoning",0.0928278545261981,-0.00132926139544866,"Jul",0.248724299566195,-0.00333219532022142,23.8739069915,190.016465913
"China","Liaoning",0.0401533396804107,0.000587771451490101,"Aug",0.107587440625756,0.00147342673662316,23.153259527,154.443526071
"China","Liaoning",0.280218796111289,0.00254513355001819,"Sep",0.750822305910267,0.00638014624794441,17.6886405733,55.1693700063
"China","Liaoning",-0.145649996559953,-0.00717256396928898,"Oct",-0.3902567129349,-0.0179801987587148,10.1397329949,36.832952804
"China","Liaoning",NA,NA,"Nov",NA,NA,0.687886022322,15.4648720167
"China","Liaoning",NA,NA,"Dec",NA,NA,-7.60761577862,3.44789691701
"China","Jilin",NA,NA,"Jan",NA,NA,-16.773285539,0.512807405206
"China","Jilin",NA,NA,"Feb",NA,NA,-11.85500628,1.21498100549
"China","Jilin",-0.0611137244368345,0.0198637577524074,"Mar",-0.160903295352528,0.0523838976431093,-2.51114722909,7.81980165721
"China","Jilin",0.0216659027183999,0.00540406548870373,"Apr",0.0570430811786148,0.0142513826913041,7.4791269518,31.7550156673
"China","Jilin",-0.166294042255313,0.00170495355965845,"May",-0.437827339815102,0.00449623449241768,14.430537657,56.1301515605
"China","Jilin",-0.0813291981844868,-0.00228235146617758,"Jun",-0.21412761399918,-0.0060189248721258,19.8468691701,102.120125368
"China","Jilin",0.0980738785658249,-0.00253684579251656,"Jul",0.258213852856491,-0.00669006700484123,22.6404791688,195.782317875
"China","Jilin",0.0231441221018167,0.0017182958720039,"Aug",0.0609350117103824,0.00453142029829279,21.5544473278,134.655445495
"China","Jilin",0.115321802311087,-0.00316116533004707,"Sep",0.303625056218352,-0.00833649720995324,15.179391219,52.0315572163
"China","Jilin",0.0961110792417665,-0.00366924203166935,"Oct",0.253046095822093,-0.00967637651498579,7.11262243699,29.8139428853
"China","Jilin",NA,NA,"Nov",NA,NA,-3.47002207317,9.30238388066
"China","Jilin",NA,NA,"Dec",NA,NA,-13.2298988351,1.42732488578
"China","Heilongjiang",NA,NA,"Jan",NA,NA,-19.8392402269,0.14877239048
"China","Heilongjiang",NA,NA,"Feb",NA,NA,-15.1527956105,0.397696399897
"China","Heilongjiang",0.0223077202467826,-0.010002355770869,"Mar",0.104391220680142,-0.0511324320032685,-5.95005915325,4.50678582847
"China","Heilongjiang",-0.129840751291819,-0.000251650022671171,"Apr",-0.60760285548832,-0.00128644471038813,5.21213876276,24.8995289886
"China","Heilongjiang",0.0177989554323154,0.00393584242804035,"May",0.0832920022241551,0.0201201796794185,12.1833159421,59.090768771
"China","Heilongjiang",-0.00679074147279968,-0.000229749229384132,"Jun",-0.0317779577575197,-0.00117448700270205,18.0600615259,91.1037397761
"China","Heilongjiang",0.0130821855271719,-0.00046042287310472,"Jul",0.0612194030244991,-0.00235369964747127,21.1063669264,152.768283957
"China","Heilongjiang",0.0219357335689335,-0.000987177087728414,"Aug",0.102650471605479,-0.00504648769447563,19.8175890752,125.75155148
"China","Heilongjiang",0.0539662645822054,0.00414017921919278,"Sep",0.252540563220326,0.0211647573088003,13.2498502594,57.0214740102
"China","Heilongjiang",0.0160397788939803,-0.00513806873345052,"Oct",0.0750597586691397,-0.0262660073446331,4.76168968756,28.4678997696
"China","Heilongjiang",NA,NA,"Nov",NA,NA,-6.83392191732,4.65453207463
"China","Heilongjiang",NA,NA,"Dec",NA,NA,-16.773779966,0.59274392383
"China","Jiangsu",NA,NA,"Jan",NA,NA,2.77341649854,36.4397108691
"China","Jiangsu",NA,NA,"Feb",NA,NA,4.42161660095,49.9316819605
"China","Jiangsu",0.0332945761421206,-0.0017978492494409,"Mar",0.19447091120799,-0.0130243216397793,8.68811221304,70.3140483048
"China","Jiangsu",0.0690640720070071,0.00127677907233578,"Apr",0.403397627217292,0.00924948591001815,14.6833088022,78.8462314382
"China","Jiangsu",-0.0784177374278414,0.00181882058199263,"May",-0.458031626153326,0.0131762461576183,19.9312808129,99.2910896234
"China","Jiangsu",-0.0728597389621251,-3.33478862532559e-05,"Jun",-0.425567809178853,-0.00024158510325838,24.029350867,161.593734528
"China","Jiangsu",-0.0593546786694517,-7.50264610380454e-05,"Jul",-0.346685850453074,-0.000543520965596953,27.5338163163,231.804869855
"China","Jiangsu",0.052224130832878,-0.000332557117870072,"Aug",0.30503690050785,-0.00240917355450396,27.0656633195,189.607888647
