"Country","Region","Temp_sens","Precip_sens","Month","Temp_sens_scaled","Precip_sens_scaled","T_clim","P_clim","fr"
"China","Jilin",NA,NA,"Jan",NA,NA,-16.827691113,0.421042526795,NA
"China","Jilin",NA,NA,"Feb",NA,NA,-11.9801449011,1.04392162205,NA
"China","Jilin",NA,NA,"Mar",NA,NA,-2.80758867171,7.22192709134,NA
"China","Jilin",-0.0275111534310381,0.00295155553653348,"Apr",-0.233808462368369,0.0184263607296635,7.2144857339,30.5965804433,0.142857142857143
"China","Jilin",0.041337237636875,-0.000947029842266634,"May",0.351311914080983,-0.00591224297810644,14.1504566981,56.4193154198,0.285714285714286
"China","Jilin",-0.0164991579058388,-0.00133609637666171,"Jun",-0.140221047074853,-0.00834115892492398,19.5809494097,101.361850853,0.428571428571429
"China","Jilin",0.0478363492861078,-0.00030430530657834,"Jul",0.406545777876498,-0.00189975735897854,22.4045268012,190.981277978,0.571428571428571
"China","Jilin",-0.0284236931891763,0.00121992619463828,"Aug",-0.241563844862059,0.00761591636943116,21.331605846,130.513561332,0.714285714285714
"China","Jilin",0.0277396653675412,-0.00212671257189916,"Sep",0.235750511968017,-0.0132769221290509,14.9552620224,51.8513281692,0.857142857142857
"China","Jilin",0.0364011070175895,0.00751856873528801,"Oct",0.309361324366976,0.0469379139143347,6.89619728631,28.7652120621,1
"China","Jilin",NA,NA,"Nov",NA,NA,-3.73249432568,8.32603450903,NA
"China","Jilin",NA,NA,"Dec",NA,NA,-13.3869088491,1.17832561496,NA
"China","Heilongjiang",NA,NA,"Jan",NA,NA,-20.5052616165,0.0786457812032,NA
"China","Heilongjiang",NA,NA,"Feb",NA,NA,-15.7126701437,0.233026426377,NA
"China","Heilongjiang",NA,NA,"Mar",NA,NA,-6.30306978724,3.45656199191,NA
"China","Heilongjiang",-0.0181239569941774,0.0015348538080709,"Apr",-0.164421073874631,0.017459268845087,5.04874175951,23.1367344285,0.142857142857143
"China","Heilongjiang",-0.0257667066385316,0.00146115554559205,"May",-0.233756324685664,0.0166209363789798,12.2398466591,50.0861825392,0.285714285714286
"China","Heilongjiang",-0.0277429781869789,-0.000296354737887285,"Jun",-0.251685118622219,-0.00337109437725054,18.301107381,88.6992083168,0.428571428571429
"China","Heilongjiang",0.0841167163432001,-0.000216856317365103,"Jul",0.76310933845186,-0.00246678395409626,21.160115317,156.078869524,0.571428571428571
"China","Heilongjiang",-0.0364262884504163,0.00070614357088088,"Aug",-0.330460366144582,0.00803252425892897,19.6849163055,119.102142589,0.714285714285714
"China","Heilongjiang",0.00530921287625283,0.000626379017177221,"Sep",0.0481653362355117,0.00712518651764212,13.0709748503,54.5630791017,0.857142857142857
"China","Heilongjiang",-0.0446754022305711,-0.00223765693926877,"Oct",-0.405296570329066,-0.0254537949349526,4.40845820218,23.3786155302,1
