"Country","Region","Temp_sens","Precip_sens","Month","Temp_sens_scaled","Precip_sens_scaled","T_clim","P_clim"
"USA","Kansas",-0.000215551151295072,0.0121792663423393,"Jan",-0.000675561754143507,0.0386651822470547,1.30432649713,8.80110123421
"USA","Kansas",0.0245837066214516,0.0087919545286821,"Feb",0.0770481246272837,0.0279115764943538,3.33706062032,14.431021261
"USA","Kansas",0.0278417258906136,0.000461539915024167,"Mar",0.0872591265137708,0.00146523808800063,8.38615591327,42.2425355038
"USA","Kansas",-0.164140994884573,0.00187161088807675,"Apr",-0.51443649344877,0.0059417516662305,13.5128483748,58.5239567259
"USA","Kansas",0.0560688702591428,-0.00212431343254768,"May",0.175726198248226,-0.00674399949147892,18.6964206244,95.1189450785
"USA","Kansas",0.0495354094679219,-0.00343989283128567,"Jun",0.155249591158789,-0.010920533264769,24.1974095672,100.164423032
"USA","Kansas",0.173884935186214,0.000849411023601327,"Jul",0.544975107429243,0.00269660184013141,26.9561553714,80.3960067362
"USA","Kansas",-0.103451289016502,-0.000978147106234617,"Aug",-0.324228072346154,-0.00310529674480594,26.0947474924,83.4092115999
"USA","Kansas",-0.0212840967551979,0.00210597452834274,"Sep",-0.0667067730926581,0.00668577947613775,21.5750037414,58.4742672567
"USA","Kansas",-0.129486463539937,0.00353261432788737,"Oct",-0.405825261991438,0.0112148936526243,14.9181970404,51.6075481825
"USA","Kansas",-0.0126157951954734,-4.88369666723732e-05,"Nov",-0.0395393329191839,-0.000155041376360767,7.71063587109,24.7430962406
"USA","Kansas",-0.0109771164531125,-0.00141001538802598,"Dec",-0.0344035278955698,-0.00447633711397306,1.84228062645,14.6358612168
"USA","Nebraska",0.00618321605246008,0.0156957765662923,"Jan",0.0287563140927757,0.0650454838596841,-0.751597167436,3.35262337739
"USA","Nebraska",0.031620783893973,0.00497951574570546,"Feb",0.147058939199301,0.0206358066896743,0.967743600223,6.08088693237
"USA","Nebraska",0.025624151842805,0.00520093019079441,"Mar",0.11917037226275,0.0215533789839476,5.74691642567,22.7644365126
"USA","Nebraska",0.0121312770731889,0.00157847649179436,"Apr",0.056418991492997,0.00654142639813038,10.426751703,46.9196876713
"USA","Nebraska",-0.0149455267232349,0.00309335198966695,"May",-0.0695072365398459,0.0128192814204754,15.7708094915,83.37450359
"USA","Nebraska",-0.0269618715411964,0.00135065487593999,"Jun",-0.125391712013563,0.00559730189595275,21.4441705697,85.0502098605
"USA","Nebraska",-0.0412832024561388,0.000762071919747396,"Jul",-0.191995997958385,0.00315813216036097,24.6284531211,76.5644472369
"USA","Nebraska",0.0717137363952791,-0.00310905073171458,"Aug",0.333519435687304,-0.0128843391937027,23.622015401,68.6465939189
"USA","Nebraska",0.0520427238510033,0.00369345722294004,"Sep",0.242035358396965,0.0153062010768628,19.0018673588,42.0103734714
"USA","Nebraska",-0.0453104325042807,0.0063040233901374,"Oct",-0.210725457062786,0.0261247508170357,12.1343874556,33.361497321
"USA","Nebraska",-0.0193638983558519,0.00177865685289331,"Nov",-0.0900557797846826,0.00737100169132427,5.01481450808,11.345042189
"USA","Nebraska",-0.0090223107707331,-0.0100787964126324,"Dec",-0.0419601062237845,-0.0417679358911635,-0.502320333538,4.58654745454
"USA","Colorado",-0.0278610569311085,0.0233814714708289,"Jan",-0.106480323755143,0.083310187049214,0.238538810825,2.44773479052
"USA","Colorado",0.0276065800721632,0.0176214849649022,"Feb",0.105507755542972,0.0627868613976019,1.91816200159,4.53980329805
"USA","Colorado",0.0313228689674275,0.00165452516472939,"Mar",0.119710793342789,0.00589521498350552,6.50526269523,17.4665370325
"USA","Colorado",0.0330152222571602,0.00909594078227366,"Apr",0.126178686023401,0.0324096166875219,10.8338754251,35.651587406
"USA","Colorado",-0.0528354991210996,0.00243748873871366,"May",-0.201928486277115,0.00868498131120356,16.0527804402,70.0264672691
"USA","Colorado",-0.0631638031092613,0.00186157108703922,"Jun",-0.241401545580657,0.00663293735213101,21.7278419773,66.6765976349
"USA","Colorado",-0.0365486065070856,0.00251796861063553,"Jul",-0.139682692702461,0.00897173799338554,24.7578684423,67.3791245526
"USA","Colorado",0.0740095719626881,-0.00309805117132111,"Aug",0.282852269497626,-0.0110386218802699,23.7971324107,58.9960815571
"USA","Colorado",-0.00669958936891311,0.0028627542614822,"Sep",-0.0256047158150651,0.0102002388214775,19.298924628,33.1016469629
"USA","Colorado",-0.102038085895571,0.0027448944037413,"Oct",-0.389972586050175,0.00978029404570755,12.5096271826,23.2748972403
"USA","Colorado",-0.0089954590089466,-0.00343051851385517,"Nov",-0.0343791475666981,-0.0122232315199508,5.63857630144,8.14970655146
"USA","Colorado",-0.0401247992462491,0.0114126565070469,"Dec",-0.153350306304433,0.0406642733977084,0.314874450475,2.81099043715
"USA","Ohio",-0.00221292878881703,0.000585041399901341,"Jan",-0.00775223137210871,0.00194042097904469,-2.87443398013,47.5414473662
"USA","Ohio",0.0281761964840155,0.00181044388515885,"Feb",0.0987055685812871,0.00600474307756313,-1.29096608728,44.6166746493
"USA","Ohio",0.0541522888526485,-0.00133959014415194,"Mar",0.189703832602498,-0.00444305107206477,3.86561694179,68.9071808453
"USA","Ohio",0.0447719868329474,-0.00195326883670111,"Apr",0.156843185678629,-0.006478454053146,10.418611547,96.3434482975
"USA","Ohio",-0.0446421317579434,-0.00169535936799361,"May",-0.156388283292542,-0.00562303947247071,16.2123210535,113.047687321
"USA","Ohio",0.00416714953929803,0.00104444869695774,"Jun",0.0145981685240236,0.00346414828669299,21.1531747913,103.174296148
"USA","Ohio",-0.06199385280912,-0.000657355912067083,"Jul",-0.217174042406335,-0.00218026827279083,23.3056107862,106.432608546
"USA","Ohio",0.0197609353530393,0.00365331885669034,"Aug",0.0692256089577717,0.0121170511246845,22.2142742674,89.8149251426
"USA","Ohio",0.0803493375594992,6.53936280504868e-07,"Sep",0.28147614080699,2.16892629797496e-06,18.3475999371,85.8991579814
"USA","Ohio",0.0225340587133464,-0.00528079227308134,"Oct",0.0789402884454893,-0.0175149316174755,12.0148815999,76.0237172881
"USA","Ohio",-0.025550279851131,-0.00106238673578064,"Nov",-0.08950657699834,-0.00352364381446372,5.82226821174,79.6009987222
"USA","Ohio",0.0366802055382681,0.00186322674309312,"Dec",0.128496425888682,0.0061798092607202,-0.350993344356,62.8233209382
"USA","SouthDakota",-0.0195971904663446,-0.0692131414652953,"Jan",-0.0621558955619389,-0.212031950111068,-6.9790161944,3.39789096832
"USA","SouthDakota",0.00994002448950653,0.00265616054742322,"Feb",0.031526515247883,0.00813705155921323,-4.43631119789,6.30219248342
"USA","SouthDakota",0.0734305390919334,0.00453088628680896,"Mar",0.232897716981082,0.0138802059086612,1.69444547385,22.1683646617
"USA","SouthDakota",0.03706747002602,5.85988942470631e-05,"Apr",0.117565923525585,0.000179515588492498,8.87258632746,54.1998146328
"USA","SouthDakota",-0.0738205750515279,0.00203941420442532,"May",-0.234134783815309,0.00624767149263605,15.2276066128,85.2419640851
"USA","SouthDakota",-0.110226238132621,0.00443797514274438,"Jun",-0.349601671592801,0.0135955759865685,20.5462037971,102.427147007
"USA","SouthDakota",-0.024675700489364,0.000757717692655428,"Jul",-0.0782632727465996,0.00232124068646627,23.8114739327,77.4374677799
"USA","SouthDakota",0.128717772895734,-0.00130040921609432,"Aug",0.408250787928628,-0.00398375649758852,22.6846457852,70.1694378056
"USA","SouthDakota",0.0390295635240641,2.28257945611662e-05,"Sep",0.123789044067105,6.99259942718455e-05,17.8328311734,57.9404307636
"USA","SouthDakota",0.0486561948619241,0.0022572442817821,"Oct",0.154321578466712,0.00691498603893449,10.4211539873,46.9338195218
"USA","SouthDakota",-0.0447488150074414,-0.00732035391610605,"Nov",-0.14192864415436,-0.0224256388812149,1.69502798741,12.0976395573
"USA","SouthDakota",0.0067365255233319,-0.0129323581719209,"Dec",0.0213660615075225,-0.0396178105006562,-5.59341984502,4.56006408353
"USA","Washington",-0.0335773611727936,-0.000486407176737326,"Jan",-0.100924100945678,-0.00144993470421405,-0.185226560716,32.6432670928
"USA","Washington",0.0378649351279863,0.00032831868484332,"Feb",0.113811341978084,0.000978687564581969,1.98672737511,26.7122922927
"USA","Washington",0.0802076504309199,0.002490913848104,"Mar",0.241081631372057,0.00742518327504809,5.9922458825,36.1240379964
"USA","Washington",0.0482752702823057,0.00843590060342868,"Apr",0.145101880581939,0.025146637696131,9.4416662397,34.1831938417
"USA","Washington",-0.076256618439241,0.0109821034702101,"May",-0.229205940798407,0.0327366324105993,13.3881916272,40.5707257837
"USA","Washington",-0.151950959285901,0.00364948608018328,"Jun",-0.456721833346115,0.0108787796999579,16.9166624663,32.3819405666
"USA","Washington",-0.0273729098551214,0.00806463799656406,"Jul",-0.0822752658607861,0.0240399382808781,21.0876783859,13.7305338011
"USA","Washington",-0.0285197629224147,-0.00316527778585818,"Aug",-0.0857223835225265,-0.00943539966037963,21.0125547943,15.030028501
"USA","Washington",-0.0981712431864623,-0.00245753641666502,"Sep",-0.295075137272586,-0.00732568824599542,16.6916294851,19.3473767302
