"Country","Region","Temp_sens","Precip_sens","Month","Temp_sens_scaled","Precip_sens_scaled","T_clim","P_clim","fr"
"China","Zhejiang",NA,NA,"Jan",NA,NA,4.47050980999,61.4302215783,NA
"China","Zhejiang",NA,NA,"Feb",NA,NA,5.87225460877,86.3905095897,NA
"China","Zhejiang",NA,NA,"Mar",NA,NA,9.72442442642,133.80072414,NA
"China","Zhejiang",NA,NA,"Apr",NA,NA,15.3902876675,134.798878039,NA
"China","Zhejiang",NA,NA,"May",NA,NA,20.1048228968,156.396731189,NA
"China","Zhejiang",-0.0262280394712154,0.00219860025234352,"Jun",-0.183062367332101,0.0111567150447061,23.8173186052,237.857886306,0.166666666666667
"China","Zhejiang",0.0187197307639502,0.000401481120218091,"Jul",0.130657048660812,0.00203730098244472,27.7155704509,178.215533298,0.333333333333333
"China","Zhejiang",-0.130927218251261,-0.000938094830239238,"Aug",-0.913825318418735,-0.00476032725582345,27.0272796967,199.322625277,0.5
"China","Zhejiang",-0.00113160493160438,-0.00119795249555366,"Sep",-0.00789819909686825,-0.00607896529427786,23.3357547203,114.162938228,0.666666666666667
"China","Zhejiang",0.0579275448109595,-0.00179824361703509,"Oct",0.404313616291017,-0.00912512021902905,18.3909678181,74.6325082002,0.833333333333333
"China","Zhejiang",0.0687141793758419,-0.00103049469437964,"Nov",0.479600480990178,-0.005229206922914,12.7808479549,70.5730820414,1
"China","Zhejiang",NA,NA,"Dec",NA,NA,6.65353035433,48.3779166862,NA
"China","Fujian",NA,NA,"Jan",NA,NA,10.3092198814,55.6403475975,NA
"China","Fujian",NA,NA,"Feb",NA,NA,11.5585142289,98.5591365415,NA
"China","Fujian",NA,NA,"Mar",NA,NA,14.5211184687,154.741222771,NA
"China","Fujian",NA,NA,"Apr",NA,NA,18.9998117442,191.244207696,NA
"China","Fujian",NA,NA,"May",NA,NA,22.5320383718,228.858003228,NA
"China","Fujian",-0.0540352173381986,0.000359322025851477,"Jun",-0.598415020968143,0.00452370292847641,25.5409610713,255.126895141,0.166666666666667
"China","Fujian",0.0179654659670709,0.000202593270929624,"Jul",0.198959219986097,0.00255055829328084,27.8458689859,174.948734208,0.333333333333333
"China","Fujian",-0.0798309451060287,0.000315292736026585,"Aug",-0.8840907660375,0.00396939394380558,27.417250711,197.429654513,0.5
"China","Fujian",0.0439558020276913,-0.000102692043848406,"Sep",0.48679016182059,-0.00129284671149071,25.2228003304,117.68801449,0.666666666666667
"China","Fujian",0.0499615543899542,-0.000386239438501569,"Oct",0.553301089375468,-0.00486258106472114,21.4939747935,57.7300121936,0.833333333333333
"China","Fujian",0.0317100820829041,-0.000228264494591111,"Nov",0.351174481556646,-0.00287374746984147,16.8728268776,63.2078397197,1
"China","Fujian",NA,NA,"Dec",NA,NA,12.0192767453,44.0969420202,NA
"China","Jiangxi",NA,NA,"Jan",NA,NA,5.47199236107,70.5270803128,NA
"China","Jiangxi",NA,NA,"Feb",NA,NA,7.56000576409,107.910293158,NA
"China","Jiangxi",NA,NA,"Mar",NA,NA,11.4592740209,182.306598593,NA
"China","Jiangxi",NA,NA,"Apr",NA,NA,17.6717428974,204.766952876,NA
"China","Jiangxi",NA,NA,"May",NA,NA,22.1942879223,221.305404433,NA
"China","Jiangxi",-0.000604612955337159,0.000212904614822893,"Jun",-0.00767461063534873,0.00275805446476685,25.4606811952,272.865795145,0.166666666666667
"China","Jiangxi",-0.0158263684922123,-1.42493957950314e-05,"Jul",-0.200890858981922,-0.00018459256848617,28.5760254874,156.739341914,0.333333333333333
"China","Jiangxi",-0.0251940429896174,0.000701088235138503,"Aug",-0.319798754837676,0.00908218705699632,27.9164405073,138.439555711,0.5
"China","Jiangxi",0.00119453897970419,0.000825728596384164,"Sep",0.0151627937791444,0.010696829863634,24.4496316667,79.771684836,0.666666666666667
"China","Jiangxi",0.0471778029852977,-0.000595582703437476,"Oct",0.598848015655645,-0.00771542474887217,19.4062887056,69.5883419868,0.833333333333333
"China","Jiangxi",0.0278652178338364,-8.29056980920199e-06,"Nov",0.353705118714526,-0.000107399471339558,13.4477109964,75.1775873522,1
"China","Jiangxi",NA,NA,"Dec",NA,NA,7.6648629113,49.0883862624,NA
"China","Hunan",NA,NA,"Jan",NA,NA,4.71890282078,55.9832408225,NA
"China","Hunan",NA,NA,"Feb",NA,NA,6.59210147592,86.3741123544,NA
"China","Hunan",NA,NA,"Mar",NA,NA,10.6794984814,126.496651965,NA
"China","Hunan",NA,NA,"Apr",NA,NA,16.9356029109,160.087419547,NA
"China","Hunan",NA,NA,"May",NA,NA,21.6115663568,194.549230287,NA
"China","Hunan",-0.106274425355067,0.000621591060717061,"Jun",-0.804605525214527,0.00592917070258565,25.1797179781,203.173978352,0.166666666666667
"China","Hunan",-0.0198487817541383,0.00148345942344435,"Jul",-0.150275472342467,0.0141502745258502,28.2117788733,160.225857607,0.333333333333333
"China","Hunan",-0.0721073468232968,0.000237215711833804,"Aug",-0.545925978604395,0.0022627295302083,27.4253224948,129.145229096,0.5
"China","Hunan",0.0849424968132352,-0.00024702839886113,"Sep",0.643101122712284,-0.00235632980877238,23.4727044887,75.7874290799,0.666666666666667
"China","Hunan",0.0659695420975056,0.000148274510239542,"Oct",0.499456552130814,0.00141434608316013,18.2159674623,76.7923358222,0.833333333333333
